YearRemodAdd,Kitchen,PID,MS SubClass,MS Zoning,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Heating,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Heating QC,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Bedroom,Full Bath,Half Bath,Gr Liv Area,Yr Sold,Mo Sold,Sale Type,Sale Condition,SalePrice,Misc Feature,Misc Val,Pool Area,Pool QC,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Bsmt Full Bath,Bsmt Half Bath,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built
2002,1,907251100,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Gd,TA,PConc,GasA,0,SBrkr,1091,898,0,Ex,Gd,7,Typ,1,Gd,Y,199,60,0,0,0,NA,3,2,1,1989,2006,11,WD ,Normal,255000,NA,0,0,NA,Attchd,2002,Fin,2,586,TA,TA,Gd,TA,Mn,GLQ,932,Unf,0,133,1065,1,0,90,11367,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Normal,1Fam,2Story,8,5,2002
2002,1,907252020,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,149,Gd,TA,PConc,GasA,0,SBrkr,1284,885,0,Ex,Gd,7,Typ,1,Gd,Y,192,87,0,0,0,NA,3,2,1,2169,2007,8,WD ,Normal,228500,NA,0,0,NA,Attchd,2002,RFn,2,647,TA,TA,Gd,TA,No,Unf,0,Unf,0,1284,1284,0,0,0,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,8,5,2002
2002,1,907252050,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,199,Gd,TA,PConc,GasA,0,SBrkr,878,884,0,Ex,Gd,6,Typ,0,NA,Y,320,54,0,0,0,NA,3,2,1,1762,2006,7,WD ,Normal,222000,NA,0,0,NA,Attchd,2002,Fin,2,591,TA,TA,Gd,TA,No,GLQ,456,Unf,0,370,826,0,0,0,9930,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,2002
2003,1,907252060,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,198,Gd,TA,PConc,GasA,0,SBrkr,1068,1116,0,Ex,Gd,8,Typ,1,Gd,Y,192,132,0,0,0,NA,4,2,1,2184,2009,6,WD ,Normal,254750,NA,0,0,NA,BuiltIn,2003,RFn,2,570,TA,TA,Gd,TA,Av,Unf,0,Unf,0,1068,1068,0,0,0,12334,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,8,5,2003
2002,1,907252120,20,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,479,Gd,TA,PConc,GasA,0,SBrkr,1601,0,0,Ex,Gd,6,Typ,1,TA,Y,180,0,0,0,0,MnPrv,3,2,0,1601,2010,5,WD ,Normal,272000,Shed,2000,0,NA,Attchd,2001,RFn,2,670,TA,TA,Gd,TA,Av,GLQ,1358,Unf,0,223,1581,1,0,0,11423,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,1Story,8,5,2001
2000,1,907252190,20,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,1673,0,0,Ex,Gd,7,Typ,1,TA,Y,306,113,0,0,116,NA,3,2,0,1673,2007,1,WD ,Normal,270000,NA,0,0,NA,Attchd,2000,RFn,2,583,TA,TA,TA,TA,Gd,GLQ,1412,Unf,0,261,1673,1,0,0,11354,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,1Story,7,5,2000
2001,1,907252210,20,RL,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,1788,0,0,Ex,Ex,7,Typ,1,TA,Y,202,151,0,0,0,NA,3,2,0,1788,2009,6,WD ,Normal,236500,NA,0,0,NA,Attchd,2001,RFn,2,522,TA,TA,Gd,TA,Av,Unf,0,Unf,0,1753,1753,0,0,0,11838,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,1Story,8,5,2001
2001,1,907252220,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,108,Gd,TA,PConc,GasA,0,SBrkr,1299,573,0,Ex,Ex,7,Typ,1,TA,Y,160,122,0,0,0,NA,3,2,1,1872,2009,11,WD ,Normal,261500,NA,0,0,NA,BuiltIn,2001,RFn,2,531,TA,TA,Gd,TA,Av,GLQ,990,Unf,0,309,1299,1,0,0,11885,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,8,5,2001
2000,1,907253060,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,992,873,0,Ex,Gd,7,Typ,1,TA,Y,0,184,0,0,0,NA,3,2,1,1865,2008,6,WD ,Normal,235000,NA,0,0,NA,Attchd,2000,RFn,3,839,TA,TA,Gd,TA,No,GLQ,735,Unf,0,257,992,1,0,0,10316,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,2000
2001,1,907253110,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,227,Gd,TA,PConc,GasA,0,SBrkr,1290,871,0,Ex,Gd,8,Typ,1,TA,Y,0,84,0,0,0,NA,3,2,1,2161,2008,6,WD ,Normal,230500,NA,0,0,NA,Attchd,2001,RFn,2,570,TA,TA,Gd,TA,No,Unf,0,Unf,0,1257,1257,0,0,0,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,2001
2000,1,907253130,60,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,204,Gd,TA,PConc,GasA,0,SBrkr,1476,677,0,Ex,Ex,8,Typ,2,Ex,Y,253,142,0,0,0,NA,3,2,1,2153,2009,5,WD ,Normal,313000,NA,0,0,NA,Attchd,2000,Fin,3,736,TA,TA,Ex,TA,Mn,GLQ,904,Unf,0,536,1440,1,0,0,11050,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Normal,1Fam,2Story,9,5,2000
2000,1,907254020,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,320,Gd,TA,PConc,GasA,0,SBrkr,1004,848,0,Ex,Gd,7,Typ,2,TA,Y,224,106,0,0,0,GdPrv,3,2,1,1852,2008,12,WD ,Normal,230000,NA,0,0,NA,Attchd,1999,Fin,3,660,TA,TA,Gd,TA,Mn,GLQ,668,Unf,0,336,1004,0,0,73,9066,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,8,5,1999
1999,1,907254050,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,148,TA,TA,PConc,GasA,0,SBrkr,840,915,0,Ex,TA,7,Typ,1,TA,Y,176,73,0,0,0,NA,3,2,1,1755,2006,8,WD ,Normal,214000,NA,0,0,NA,Attchd,1999,RFn,2,530,TA,TA,Gd,TA,Mn,GLQ,639,Unf,0,201,840,1,0,45,9468,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Normal,1Fam,2Story,6,5,1999
1999,1,907254090,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,202,Gd,TA,PConc,GasA,0,SBrkr,1153,878,0,Ex,Gd,8,Typ,1,TA,Y,192,84,0,0,0,NA,3,2,1,2031,2008,7,WD ,Normal,222500,NA,0,0,NA,Attchd,1998,Fin,2,541,TA,TA,Gd,TA,Av,ALQ,252,Unf,0,901,1153,0,0,75,11404,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,1998
2002,1,907255010,20,RL,Hip,CompShg,Stucco,Stucco,None,0,Gd,TA,PConc,GasA,0,SBrkr,1358,0,0,Ex,Gd,5,Typ,1,TA,Y,68,166,0,0,0,NA,1,1,1,1358,2006,6,WD ,Normal,220000,NA,0,0,NA,Attchd,2002,Unf,2,418,TA,TA,Gd,TA,No,GLQ,872,Unf,0,476,1348,1,0,0,11088,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Normal,1Fam,1Story,8,5,2002
2002,1,907255020,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,396,Gd,TA,PConc,GasA,0,SBrkr,1055,1208,0,Ex,Gd,7,Typ,1,TA,Y,0,45,0,0,189,NA,3,2,1,2263,2008,9,WD ,Normal,287000,NA,0,0,NA,BuiltIn,2001,Fin,2,905,TA,TA,Gd,TA,No,Unf,0,Unf,0,1055,1055,0,0,0,9240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,8,5,2001
2002,1,907255030,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,134,Gd,TA,PConc,GasA,0,SBrkr,1366,581,0,Ex,Gd,7,Typ,1,TA,Y,168,116,0,0,0,NA,3,2,1,1947,2008,1,WD ,Normal,274000,NA,0,0,NA,BuiltIn,2001,Fin,3,725,TA,TA,Gd,TA,Mn,GLQ,1194,Unf,0,163,1357,1,0,0,9720,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Normal,1Fam,2Story,9,5,2001
2002,1,907255050,20,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,178,Gd,TA,PConc,GasA,0,SBrkr,1787,0,0,Ex,Gd,7,Typ,1,TA,Y,198,150,0,0,0,NA,3,2,0,1787,2006,8,WD ,Normal,275000,NA,0,0,NA,Attchd,2001,RFn,3,748,TA,TA,Gd,TA,Gd,Unf,0,Unf,0,1753,1753,0,0,0,14781,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Normal,1Fam,1Story,8,5,2001
2003,1,907255060,20,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,240,Gd,TA,PConc,GasA,0,SBrkr,1786,0,0,Ex,Gd,6,Typ,1,Gd,Y,182,35,0,0,0,NA,3,2,0,1786,2008,6,WD ,Normal,300000,NA,0,0,NA,Attchd,2002,RFn,3,715,TA,TA,Ex,TA,Gd,GLQ,1538,Unf,0,240,1778,1,0,0,14860,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Normal,1Fam,1Story,8,5,2002
2002,1,907260010,60,RL,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,GasA,0,SBrkr,1149,1141,0,Ex,Gd,9,Typ,1,Gd,Y,0,0,0,0,0,NA,4,2,1,2290,2008,5,WD ,Normal,255900,NA,0,0,NA,Attchd,2002,Unf,2,779,TA,TA,Gd,TA,Mn,Unf,0,Unf,0,1128,1128,0,0,0,11250,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Normal,1Fam,2Story,8,5,2002
2002,1,907260030,60,RL,Gable,CompShg,VinylSd,VinylSd,NA,0,Gd,TA,PConc,GasA,0,SBrkr,840,885,0,Ex,Gd,6,Typ,0,NA,Y,0,48,0,0,0,NA,3,2,1,1725,2009,11,WD ,Normal,198500,NA,0,0,NA,Attchd,2002,RFn,2,550,TA,TA,Gd,TA,No,Unf,0,Unf,0,840,840,0,0,70,8749,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,2002
2002,1,907260040,20,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,100,Gd,TA,PConc,GasA,0,SBrkr,1459,0,0,Ex,Gd,6,Typ,1,Gd,Y,192,39,0,0,0,NA,3,2,0,1459,2007,9,WD ,Normal,192000,NA,0,0,NA,Attchd,2002,RFn,2,527,TA,TA,Gd,TA,No,Unf,0,Unf,0,1459,1459,0,0,70,8749,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,1Story,7,5,2002
2003,1,907260050,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,992,940,0,Ex,Gd,7,Typ,1,Gd,Y,0,120,0,0,0,NA,3,2,1,1932,2007,6,WD ,Normal,213000,NA,0,0,NA,Attchd,2003,RFn,2,610,TA,TA,Gd,TA,No,GLQ,654,Unf,0,325,979,1,0,70,8749,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,2003
2002,1,907262020,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,214,Gd,TA,PConc,GasA,0,SBrkr,860,869,0,Ex,Gd,7,Typ,0,NA,Y,386,63,0,0,0,NA,3,2,1,1729,2007,8,WD ,Normal,200000,NA,0,0,NA,Attchd,2002,Fin,2,542,TA,TA,Gd,TA,No,Unf,0,Unf,0,860,860,0,0,65,8158,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,2002
2003,1,907262030,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,252,Gd,TA,PConc,GasA,0,SBrkr,884,884,0,Ex,Gd,8,Typ,0,NA,Y,0,63,0,0,0,NA,3,2,1,1768,2008,7,WD ,Normal,224900,NA,0,0,NA,Attchd,2003,RFn,2,543,TA,TA,Gd,TA,No,GLQ,550,Unf,0,334,884,1,0,65,8158,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,2003
2003,1,907262050,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,223,Gd,TA,PConc,GasA,0,SBrkr,941,888,0,Ex,Gd,7,Typ,1,TA,Y,192,39,0,0,0,NA,3,2,1,1829,2010,1,WD ,Normal,237000,NA,0,0,NA,Attchd,2003,RFn,2,613,TA,TA,Gd,TA,No,GLQ,483,Unf,0,458,941,1,0,44,9548,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,6,2003
2003,1,907262060,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,1129,1198,0,Ex,Gd,9,Typ,1,Gd,Y,0,57,0,0,0,NA,4,2,1,2327,2008,8,WD ,Normal,240000,NA,0,0,NA,BuiltIn,2003,RFn,2,596,TA,TA,Gd,TA,No,Unf,0,Unf,0,1129,1129,0,0,41,10905,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,2003
2003,1,907262070,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,798,842,0,Ex,Gd,6,Typ,0,NA,Y,0,45,0,0,0,NA,3,2,1,1640,2008,6,WD ,Normal,183000,NA,0,0,NA,Attchd,2003,RFn,2,595,TA,TA,Gd,TA,No,Unf,0,Unf,0,798,798,0,0,72,7226,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,2003
2002,1,907262080,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,872,1037,0,Ex,Gd,8,Typ,0,NA,Y,0,108,0,0,0,NA,4,2,1,1909,2006,9,WD ,Normal,197000,NA,0,0,NA,BuiltIn,2002,RFn,2,529,TA,TA,Gd,TA,No,Unf,0,Unf,0,872,872,0,0,70,8726,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,2002
2001,1,907265010,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,944,926,0,Ex,Gd,6,Typ,0,NA,Y,256,43,0,0,0,NA,3,2,1,1870,2009,5,WD ,Normal,211000,NA,0,0,NA,Attchd,2001,RFn,2,608,TA,TA,Gd,TA,No,Unf,0,Unf,0,944,944,0,0,0,11250,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,2001
2002,1,907265030,20,RL,Gable,CompShg,VinylSd,VinylSd,Stone,295,Gd,TA,PConc,GasA,0,SBrkr,1654,0,0,Ex,Gd,6,Typ,0,NA,Y,0,136,0,0,0,NA,3,2,0,1654,2006,2,WD ,Normal,230000,NA,0,0,NA,Attchd,2002,Unf,3,900,TA,TA,Gd,TA,No,GLQ,986,Unf,0,668,1654,1,0,0,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,1Story,7,5,2002
2000,1,907265100,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,192,Gd,TA,PConc,GasA,0,SBrkr,886,878,0,Ex,Gd,7,Typ,1,TA,Y,120,29,0,0,0,NA,3,2,1,1764,2008,6,WD ,Normal,207000,NA,0,0,NA,Attchd,1999,Unf,2,560,TA,TA,Gd,TA,Av,Unf,0,Unf,0,850,850,0,0,96,11690,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,8,5,1999
1999,1,907270040,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,1210,1242,0,Ex,Gd,9,Typ,1,TA,Y,208,50,0,0,0,NA,4,2,1,2452,2007,5,WD ,Normal,267000,NA,0,0,NA,BuiltIn,1998,Fin,2,683,TA,TA,Gd,TA,No,GLQ,281,Unf,0,747,1028,0,0,66,16226,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,8,5,1998
1999,1,907270050,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,261,Gd,TA,PConc,GasA,0,SBrkr,1090,1124,0,Ex,Gd,8,Typ,1,TA,Y,197,80,0,0,0,NA,3,2,1,2214,2006,7,WD ,Normal,268500,NA,0,0,NA,Attchd,1999,Fin,3,646,TA,TA,Gd,TA,Av,GLQ,920,Unf,0,170,1090,1,0,67,10566,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,8,5,1999
2000,1,907275010,20,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,260,Gd,TA,PConc,GasA,0,SBrkr,1513,0,0,Ex,Gd,5,Typ,1,TA,Y,135,34,0,0,0,NA,2,2,0,1513,2009,6,WD ,Normal,220000,NA,0,0,NA,Attchd,1999,Fin,2,521,TA,TA,Gd,TA,Gd,GLQ,1246,Unf,0,216,1462,1,0,90,15750,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Normal,1Fam,1Story,8,5,1999
1997,1,907275030,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,1065,984,0,Ex,Gd,9,Typ,1,TA,Y,120,48,0,0,0,NA,4,2,1,2049,2006,8,WD ,Normal,210900,NA,0,0,NA,Attchd,1997,Unf,2,467,TA,TA,Gd,TA,No,Unf,0,Unf,0,1065,1065,0,0,0,21533,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Feedr,Normal,1Fam,2Story,7,5,1996
1995,1,907275080,20,RL,Hip,CompShg,HdBoard,HdBoard,BrkFace,519,Gd,TA,PConc,GasA,0,SBrkr,1592,0,0,Ex,Gd,7,Typ,1,TA,Y,120,35,0,0,0,NA,3,2,0,1592,2007,6,WD ,Normal,228000,NA,0,0,NA,Attchd,1994,Fin,2,484,TA,TA,Gd,TA,Gd,BLQ,408,GLQ,465,683,1556,0,0,73,11927,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,1Story,8,5,1994
1996,1,907275090,20,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,196,Gd,TA,PConc,GasA,0,SBrkr,1504,0,0,Ex,Gd,6,Typ,1,TA,Y,115,66,0,0,0,NA,3,2,0,1504,2009,6,WD ,Normal,203000,NA,0,0,NA,Attchd,1996,Fin,2,478,TA,TA,Gd,TA,Gd,GLQ,690,Unf,0,814,1504,1,0,73,11883,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,1Story,7,5,1996
2003,1,907275140,20,RL,Hip,CompShg,HdBoard,HdBoard,BrkFace,164,Gd,TA,PConc,GasA,0,SBrkr,1828,0,0,Ex,Gd,7,Typ,1,Gd,Y,194,144,0,0,0,NA,3,2,0,1828,2009,6,WD ,Normal,279500,NA,0,0,NA,Attchd,2002,Fin,2,523,TA,TA,Ex,TA,Gd,GLQ,1360,Unf,0,462,1822,1,0,0,12782,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,1Story,8,5,2002
2001,1,907275150,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,256,Gd,TA,PConc,GasA,0,SBrkr,1531,908,0,Ex,Gd,7,Typ,1,TA,Y,184,121,0,0,0,NA,4,2,1,2439,2007,1,WD ,Normal,275000,NA,0,0,NA,Attchd,2001,Fin,2,560,TA,TA,Gd,TA,Mn,GLQ,1198,Unf,0,333,1531,1,0,0,12728,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,8,5,2001
1997,1,907280040,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,1044,1054,0,Ex,Gd,9,Typ,1,TA,Y,331,38,0,0,0,NA,4,2,1,2098,2010,4,WD ,Normal,240000,NA,0,0,NA,Attchd,1997,Fin,2,621,TA,TA,Gd,TA,No,Unf,0,Unf,0,1040,1040,0,0,75,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,1997
2002,1,907280090,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,254,Gd,TA,PConc,GasA,0,SBrkr,1212,780,0,Ex,Gd,7,Min2,2,TA,Y,225,32,0,0,0,NA,3,2,1,1992,2007,6,WD ,Normal,211000,NA,0,0,NA,Attchd,1996,RFn,2,608,TA,TA,Gd,TA,Mn,GLQ,762,Unf,0,98,860,1,0,0,15295,Pave,NA,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,1996
2002,1,907280100,20,RL,Hip,CompShg,VinylSd,VinylSd,Stone,215,Gd,TA,PConc,GasA,0,SBrkr,1668,0,0,Ex,Gd,7,Typ,1,TA,Y,257,45,0,0,0,NA,3,2,0,1668,2007,7,WD ,Normal,285000,NA,0,0,NA,Attchd,2002,Fin,3,702,TA,TA,Gd,TA,Av,GLQ,1059,Unf,0,567,1626,1,0,90,11248,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Normal,1Fam,1Story,9,5,2002
1998,1,907280170,20,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,209,Gd,TA,PConc,GasA,0,SBrkr,1417,0,0,Ex,Gd,7,Typ,1,TA,Y,60,0,0,0,117,NA,3,2,0,1417,2009,8,WD ,Normal,210000,NA,0,0,NA,Attchd,1997,Unf,2,511,TA,TA,Gd,TA,Av,GLQ,1111,Unf,0,306,1417,1,0,70,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,1Story,7,5,1997
1998,1,907285010,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,227,TA,TA,PConc,GasA,0,SBrkr,1070,869,0,Ex,Gd,8,Typ,1,TA,Y,128,84,0,0,0,NA,3,2,1,1939,2006,5,WD ,Normal,227000,NA,0,0,NA,Attchd,1998,RFn,3,555,TA,TA,Gd,TA,Mn,ALQ,796,Unf,0,258,1054,0,1,90,11250,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,1998
1998,1,907285020,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,573,TA,TA,PConc,GasA,0,SBrkr,1057,977,0,Ex,Gd,8,Typ,0,NA,Y,576,36,0,0,0,GdPrv,3,2,1,2034,2009,2,WD ,Normal,219500,NA,0,0,NA,Attchd,1998,RFn,2,645,TA,TA,Gd,TA,No,GLQ,739,Unf,0,318,1057,1,0,0,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,1997
1996,1,907285040,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,438,Gd,TA,PConc,GasA,0,SBrkr,1220,870,0,Ex,Gd,8,Typ,1,TA,Y,0,65,0,0,0,NA,3,2,1,2090,2007,12,WD ,Normal,240000,NA,0,0,NA,Attchd,1995,RFn,2,556,TA,TA,Gd,TA,No,GLQ,1079,Unf,0,141,1220,1,0,80,10000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,8,5,1995
1996,1,907285050,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,909,807,0,Ex,Gd,7,Typ,1,TA,Y,0,120,0,0,0,NA,2,2,1,1716,2009,7,WD ,Normal,191000,NA,0,0,NA,Attchd,1996,RFn,2,512,TA,TA,Gd,TA,No,Unf,0,Unf,0,880,880,0,0,70,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,1996
1995,1,907285080,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,GasA,0,SBrkr,933,975,0,Ex,Gd,8,Typ,1,TA,Y,144,133,0,0,0,NA,4,2,1,1908,2008,7,WD ,Normal,210000,NA,0,0,NA,Attchd,1994,Unf,2,493,TA,TA,Gd,TA,No,GLQ,642,Unf,0,273,915,1,0,70,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,1994
1996,1,907285100,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,GasA,0,SBrkr,950,1045,0,Ex,Gd,8,Typ,1,TA,Y,275,170,0,0,0,NA,4,2,1,1995,2006,7,WD ,Normal,237000,NA,0,0,NA,Attchd,1995,RFn,2,610,TA,TA,Gd,Gd,Av,GLQ,685,Unf,0,245,930,1,0,90,11250,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,5,1995
1998,1,907290020,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,GasA,0,SBrkr,1108,989,0,Ex,Gd,8,Typ,1,TA,Y,253,170,0,0,0,NA,3,2,1,2097,2006,6,WD ,Normal,274300,NA,0,0,NA,Detchd,1998,RFn,2,583,TA,TA,Gd,TA,Av,GLQ,975,Unf,0,133,1108,1,0,75,9750,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Normal,1Fam,2Story,7,6,1998
